datetime_utc,distance_au,velocity_km_s,designation,name,diameter_km,potentially_hazardous
2020-01-01 00:54,0.0211660525256395,5.59959589405614,2020 AY1,,nan,False
2020-01-01 02:06,0.0361009669651545,7.34922735808709,2019 YK,,nan,False
2020-01-01 03:31,0.162008280404152,2.78749828670694,2013 EC20,,nan,False
2020-01-01 07:18,0.159657027754696,4.14891782561518,2020 AM1,,nan,False
2020-01-01 08:44,0.276326257736385,17.547896242518,2016 EF195,,nan,False
